Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
IGLL1	-0.000958177363951389	0.377782077363951	3543	IGLL1	IGLL1	3543	-0.000958177363951389	0.377782077363951	0.378740254727903	18039	4027		topcenter	18
BLNK	0.153524913382224	0.437175086617776	29760	BLNK	BLNK	29760	0.153524913382224	0.437175086617776	0.283650173235552	17781	2213		topcenter	8
TNFRSF14	0.181447196198151	0.516362803801849	8764	TNFRSF14	TNFRSF14	8764	0.181447196198151	0.516362803801849	0.334915607603697	17955	5759	TNFRSF14	topcenter	3
COX19	0.216362262456211	0.531567737543789	90639	COX19	COX19	90639	0.216362262456211	0.531567737543789	0.315205475087578	17901	8447	COX19	topcenter	2
SLC4A7	-0.0559420200084866	0.322675020008487	9497	SLC4A7	SLC4A7	9497	-0.0559420200084866	0.322675020008487	0.378617040016973	18038	10551		topcenter	41
NAALAD2	0.00829611237515619	0.344726887624844	10003	NAALAD2	NAALAD2	10003	0.00829611237515619	0.344726887624844	0.336430775249688	17959	9113		topcenter	29
ODC1	0.0696314544649199	0.43963954553508	4953	ODC1	ODC1	4953	0.0696314544649199	0.43963954553508	0.37000809107016	18019	16448		topcenter	7
ZEB2	0.0165170394891013	0.376621960510899	9839	ZEB2	ZEB2	9839	0.0165170394891013	0.376621960510899	0.360104921021797	17999	4169		topcenter	19
SGCB	0.106934038302348	0.386395961697652	6443	SGCB	SGCB	6443	0.106934038302348	0.386395961697652	0.279461923395304	17759	6307		topcenter	14
GABRA1	0.311149207690969	0.000654392309030893	2554	GABRA1	GABRA1	2554	0.311149207690969	0.000654392309030893	-0.310494815381938	255	13119		midright	49
CLEC18C	0.361443025360545	0.00688457463945464	283971	CLEC18C	CLEC18C	283971	0.361443025360545	0.00688457463945464	-0.354558450721091	150	11221		midright	37
SPINK1	0.388996486928565	0.109123513071435	6690	SPINK1	SPINK1	6690	0.388996486928565	0.109123513071435	-0.27987297385713	380	2841		midright	31
FAM3C	0.567770519944071	0.179059480055929	10447	FAM3C	FAM3C	10447	0.567770519944071	0.179059480055929	-0.388711039888142	92	11529		midright	6
LIPG	0.354427716960314	0.0512662830396863	9388	LIPG	LIPG	9388	0.354427716960314	0.0512662830396863	-0.303161433920627	279	2297		midright	39
hsa-mir-6502	0.3457326412362	-0.00753564123619973	102465249	hsa-mir-6502	hsa-mir-6502	102465249	0.3457326412362	-0.00753564123619973	-0.353268282472399	156	4585		midright	40
HM13	0.589457330075453	0.282362669924547	81502	HM13	HM13	81502	0.589457330075453	0.282362669924547	-0.307094660150906	265	2316	HM13	midright	3
FANCE	0.376730922937931	0.0446990770620695	2178	FANCE	FANCE	2178	0.376730922937931	0.0446990770620695	-0.332031845875861	200	2299		midright	36
AKAP8	0.304377093650181	-0.253577093650181	10270	AKAP8	AKAP8	10270	0.304377093650181	-0.253577093650181	-0.557954187300362	18	6873		midright	58
HOXB13	0.306277755956753	0.00714524404324707	10481	HOXB13	HOXB13	10481	0.306277755956753	0.00714524404324707	-0.299132511913506	290	16972		midright	54
SLC51A	0.339808751608657	0.0574792483913433	200931	SLC51A	SLC51A	200931	0.339808751608657	0.0574792483913433	-0.282329503217313	364	996		midright	41
TCERG1	0.309435727637022	-0.0519817276370219	10915	TCERG1	TCERG1	10915	0.309435727637022	-0.0519817276370219	-0.361417455274044	134	11916		midright	51
DSCR3	0.482775267238292	0.119904732761708	10311	DSCR3	DSCR3	10311	0.482775267238292	0.119904732761708	-0.362870534476584	129	16249		midright	13
RSPH10B	0.503394679162772	0.236535320837228	222967	RSPH10B	RSPH10B	222967	0.503394679162772	0.236535320837228	-0.266859358325544	459	7538		midright	10
VCY1B	0.577171034284495	0.125418965715505	353513	VCY1B	VCY1B	353513	0.577171034284495	0.125418965715505	-0.45175206856899	52	13831	VCY1B	midright	5
UBXN4	0.417888273565993	0.0211017264340067	23190	UBXN4	UBXN4	23190	0.417888273565993	0.0211017264340067	-0.396786547131987	85	12936		midright	20
PABPC1L2B	0.406943029611376	0.102929970388624	645974	PABPC1L2B	PABPC1L2B	645974	0.406943029611376	0.102929970388624	-0.304013059222751	273	10236		midright	22
TRAPPC13	0.355072673920018	0.0582353260799817	80006	TRAPPC13	TRAPPC13	80006	0.355072673920018	0.0582353260799817	-0.296837347840037	297	10735		midright	38
SNAI2	0.307306813046057	0.0316321869539435	6591	SNAI2	SNAI2	6591	0.307306813046057	0.0316321869539435	-0.275674626092113	406	101		midright	52
CCDC176	0.376826772004088	0.054710227995912	80127	CCDC176	CCDC176	80127	0.376826772004088	0.054710227995912	-0.322116544008176	216	415		midright	35
APBA2	0.585787581571502	0.291592418428498	321	APBA2	APBA2	321	0.585787581571502	0.291592418428498	-0.294195163143004	307	1312	APBA2	midright	4
MEX3A	0.339711213967224	0.0276757860327763	92312	MEX3A	MEX3A	92312	0.339711213967224	0.0276757860327763	-0.312035427934447	251	14641		midright	42
P2RY14	0.427639016508251	-0.185159016508251	9934	P2RY14	P2RY14	9934	0.427639016508251	-0.185159016508251	-0.612798033016503	10	17836		midright	18
ZNF789	0.457346854908895	0.0307031450911054	285989	ZNF789	ZNF789	285989	0.457346854908895	0.0307031450911054	-0.426643709817789	59	3517		midright	15
CASS4	0.381589941280845	0.0738560587191546	57091	CASS4	CASS4	57091	0.381589941280845	0.0738560587191546	-0.307733882561691	259	7267		midright	33
LLGL2	0.304654891562046	-0.100784891562046	3993	LLGL2	LLGL2	3993	0.304654891562046	-0.100784891562046	-0.405439783124093	80	13690		midright	57
SPHK2	0.30508409761593	0.0341999023840703	56848	SPHK2	SPHK2	56848	0.30508409761593	0.0341999023840703	-0.270884195231859	440	4140		midright	56
AGAP5	0.406881284421034	0.0392907155789656	729092	AGAP5	AGAP5	729092	0.406881284421034	0.0392907155789656	-0.367590568842069	124	11189		midright	23
hsa-mir-1206	0.497234056301604	-0.245144056301604	100302170	hsa-mir-1206	hsa-mir-1206	100302170	0.497234056301604	-0.245144056301604	-0.742378112603208	5	6530		midright	11
ARHGEF12	0.469184062339861	0.129365937660139	23365	ARHGEF12	ARHGEF12	23365	0.469184062339861	0.129365937660139	-0.339818124679721	183	5883		midright	14
hsa-mir-6849	0.550789904439995	0.202690095560005	102466749	hsa-mir-6849	hsa-mir-6849	102466749	0.550789904439995	0.202690095560005	-0.34809980887999	163	14708		midright	8
ATP5O	0.314729185170212	0.0251778148297879	539	ATP5O	ATP5O	539	0.314729185170212	0.0251778148297879	-0.289551370340424	331	11542		midright	46
DECR1	0.380292381832127	-0.0718013818321274	1666	DECR1	DECR1	1666	0.380292381832127	-0.0718013818321274	-0.452093763664255	51	13881		midright	34
ST20	0.594244924163043	0.209575075836957	400410	ST20	ST20	400410	0.594244924163043	0.209575075836957	-0.384669848326087	100	518	ST20	midright	2
OTUD7B	0.400944911362317	0.0249820886376828	56957	OTUD7B	OTUD7B	56957	0.400944911362317	0.0249820886376828	-0.375962822724634	110	16932		midright	24
PSRC1	0.312155830915874	0.0465221690841257	84722	PSRC1	PSRC1	84722	0.312155830915874	0.0465221690841257	-0.265633661831749	470	15290		midright	48
hsa-mir-7108	0.391091326196619	0.0948866738033807	102466806	hsa-mir-7108	hsa-mir-7108	102466806	0.391091326196619	0.0948866738033807	-0.296204652393239	301	5109		midright	30
CCDC120	0.512118525263984	-0.0493605252639843	90060	CCDC120	CCDC120	90060	0.512118525263984	-0.0493605252639843	-0.561479050527969	17	5557		midright	9
BRAT1	0.306174305158572	-0.147054305158572	221927	BRAT1	BRAT1	221927	0.306174305158572	-0.147054305158572	-0.453228610317144	50	11699		midright	55
TNIP3	0.43498706214688	-0.06483406214688	79931	TNIP3	TNIP3	79931	0.43498706214688	-0.06483406214688	-0.49982112429376	36	7517		midright	17
PRAME	0.306302581319247	0.0419124186807528	23532	PRAME	PRAME	23532	0.306302581319247	0.0419124186807528	-0.264390162638494	483	9547		midright	53
DEFB129	0.398287343835188	0.0905656561648123	140881	DEFB129	DEFB129	140881	0.398287343835188	0.0905656561648123	-0.307721687670375	260	2278		midright	26
hsa-mir-1249	0.399380573990366	0.0230654260096338	100302149	hsa-mir-1249	hsa-mir-1249	100302149	0.399380573990366	0.0230654260096338	-0.376315147980732	107	14850		midright	25
PTX3	0.318689811823078	0.0134231881769217	5806	PTX3	PTX3	5806	0.318689811823078	0.0134231881769217	-0.305266623646157	268	12091		midright	44
PLEKHG4B	0.395686721214366	0.119533278785634	153478	PLEKHG4B	PLEKHG4B	153478	0.395686721214366	0.119533278785634	-0.276153442428731	401	1637		midright	28
PRR21	0.421176735091801	0.131333264908199	643905	PRR21	PRR21	643905	0.421176735091801	0.131333264908199	-0.289843470183601	329	2826		midright	19
CARHSP1	0.438006913581266	0.0976880864187338	23589	CARHSP1	CARHSP1	23589	0.438006913581266	0.0976880864187338	-0.340318827162532	181	14971		midright	16
PKN2	0.396965812754244	0.0852231872457558	5586	PKN2	PKN2	5586	0.396965812754244	0.0852231872457558	-0.311742625508488	252	9564		midright	27
hsa-mir-6074	0.385100086244099	0.113549913755901	102464827	hsa-mir-6074	hsa-mir-6074	102464827	0.385100086244099	0.113549913755901	-0.271550172488198	435	3706		midright	32
PCDH20	0.314913803833561	0.0498631961664394	64881	PCDH20	PCDH20	64881	0.314913803833561	0.0498631961664394	-0.265050607667121	475	12666		midright	45
CENPJ	0.313398622316391	-0.00436692231639099	55835	CENPJ	CENPJ	55835	0.313398622316391	-0.00436692231639099	-0.317765544632782	233	3639		midright	47
SH2D3A	0.321021759147688	0.0272942408523122	10045	SH2D3A	SH2D3A	10045	0.321021759147688	0.0272942408523122	-0.293727518295376	310	1247		midright	43
hsa-mir-1322	0.567600982740727	0.0547400172592734	100302166	hsa-mir-1322	hsa-mir-1322	100302166	0.567600982740727	0.0547400172592734	-0.512860965481453	32	5888		midright	7
GPAM	0.416636227542273	0.132133772457727	57678	GPAM	GPAM	57678	0.416636227542273	0.132133772457727	-0.284502455084545	348	7101		midright	21
MAGEA9B	0.883111499102219	0.162228500897781	728269	MAGEA9B	MAGEA9B	728269	0.883111499102219	0.162228500897781	-0.720882998204438	7	8193	MAGEA9B	midright	1
GOLGA8B	0.395343325135276	-0.0703123251352755	440270	GOLGA8B	GOLGA8B	440270	0.395343325135276	-0.0703123251352755	-0.465655650270551	45	349		midright	29
DSPP	0.309534498552139	-0.255364498552139	1834	DSPP	DSPP	1834	0.309534498552139	-0.255364498552139	-0.564898997104278	16	7313		midright	50
GPR75-ASB3	0.496227560081286	0.0386424399187142	100302652	GPR75-ASB3	GPR75-ASB3	100302652	0.496227560081286	0.0386424399187142	-0.457585120162572	49	384		midright	12
DARC	0.0545668125448512	-0.499264812544851	2532	DARC	DARC	2532	0.0545668125448512	-0.499264812544851	-0.553831625089702	20	8075		bottomcenter	39
ADAM33	0.0483173171775465	-0.306216317177547	80332	ADAM33	ADAM33	80332	0.0483173171775465	-0.306216317177547	-0.354533634355093	151	3424		bottomcenter	135
ATN1	-0.106350687480899	-0.383486312519101	1822	ATN1	ATN1	1822	-0.106350687480899	-0.383486312519101	-0.277135625038202	396	13886		bottomcenter	94
TCEB3	-0.107109018380333	-0.439208981619667	6924	TCEB3	TCEB3	6924	-0.107109018380333	-0.439208981619667	-0.332099963239334	199	10352		bottomcenter	66
ASAP3	-0.0660151226584383	-0.348741877341562	55616	ASAP3	ASAP3	55616	-0.0660151226584383	-0.348741877341562	-0.282726754683123	362	1014		bottomcenter	115
PRKRA	-0.177001881933883	-1.04117611806612	8575	PRKRA	PRKRA	8575	-0.177001881933883	-1.04117611806612	-0.864174236132233	1	4552	PRKRA	bottomcenter	1
EXOC3	-0.118407259775065	-0.394133740224935	11336	EXOC3	EXOC3	11336	-0.118407259775065	-0.394133740224935	-0.27572648044987	404	1140		bottomcenter	86
ARR3	-0.0565473618954944	-0.347557638104506	407	ARR3	ARR3	407	-0.0565473618954944	-0.347557638104506	-0.291010276209011	321	868		bottomcenter	117
SUGT1	-0.167504434076033	-0.434405565923967	10910	SUGT1	SUGT1	10910	-0.167504434076033	-0.434405565923967	-0.266901131847934	458	4912		bottomcenter	67
TEX37	0.167790043362617	-0.377540043362617	200523	TEX37	TEX37	200523	0.167790043362617	-0.377540043362617	-0.545330086725235	23	9641		bottomcenter	97
hsa-mir-622	-0.158540550472352	-0.485389449527648	693207	hsa-mir-622	hsa-mir-622	693207	-0.158540550472352	-0.485389449527648	-0.326848899055296	210	652		bottomcenter	43
MCCC1	-0.0191140593663436	-0.310624940633656	56922	MCCC1	MCCC1	56922	-0.0191140593663436	-0.310624940633656	-0.291510881267313	318	17626		bottomcenter	130
MAGIX	-0.0457659982365217	-0.413942001763478	79917	MAGIX	MAGIX	79917	-0.0457659982365217	-0.413942001763478	-0.368176003526957	121	5828		bottomcenter	78
MAP3K8	-0.113275752929363	-0.519640247070637	1326	MAP3K8	MAP3K8	1326	-0.113275752929363	-0.519640247070637	-0.406364494141273	78	15610		bottomcenter	34
RSRC2	-0.0368546338267983	-0.375892366173202	65117	RSRC2	RSRC2	65117	-0.0368546338267983	-0.375892366173202	-0.339037732346403	187	11142		bottomcenter	98
SHARPIN	-0.0775771777107095	-0.439663822289291	81858	SHARPIN	SHARPIN	81858	-0.0775771777107095	-0.439663822289291	-0.362086644578581	131	18114		bottomcenter	65
CLEC18B	-0.0624006774579385	-0.521011322542061	497190	CLEC18B	CLEC18B	497190	-0.0624006774579385	-0.521011322542061	-0.458610645084123	48	11980		bottomcenter	33
C17orf77	0.0130118757312485	-0.397844875731249	146723	C17orf77	C17orf77	146723	0.0130118757312485	-0.397844875731249	-0.410856751462497	74	12129		bottomcenter	83
GNA14	0.10467211629228	-0.31136211629228	9630	GNA14	GNA14	9630	0.10467211629228	-0.31136211629228	-0.416034232584561	67	14438		bottomcenter	128
hsa-mir-6511a-1	-0.138617059510335	-0.451232940489665	102466268	hsa-mir-6511a-1	hsa-mir-6511a-1	102466268	-0.138617059510335	-0.451232940489665	-0.31261588097933	248	6918		bottomcenter	56
SHFM1	-0.0355069980029697	-0.60640660199703	1749	SHFM1	SHFM1	1749	-0.0355069980029697	-0.60640660199703	-0.57089960399406	15	3458		bottomcenter	17
NOL8	-0.0428786058695726	-0.490464394130427	55035	NOL8	NOL8	55035	-0.0428786058695726	-0.490464394130427	-0.447585788260855	53	7081		bottomcenter	41
BET1L	-0.0915467789029555	-0.446506221097044	51272	BET1L	BET1L	51272	-0.0915467789029555	-0.446506221097044	-0.354959442194089	147	5433		bottomcenter	61
AARS	-0.0859032637037718	-0.425655736296228	16	AARS	AARS	16	-0.0859032637037718	-0.425655736296228	-0.339752472592456	184	6402		bottomcenter	70
MRPS7	-0.0777414853489463	-0.355943514651054	51081	MRPS7	MRPS7	51081	-0.0777414853489463	-0.355943514651054	-0.278202029302107	391	7509		bottomcenter	111
ZNF212	-0.111757952265901	-0.384867047734099	7988	ZNF212	ZNF212	7988	-0.111757952265901	-0.384867047734099	-0.273109095468199	419	9946		bottomcenter	93
RBCK1	-0.15878739547995	-0.53494260452005	10616	RBCK1	RBCK1	10616	-0.15878739547995	-0.53494260452005	-0.376155209040099	109	10527		bottomcenter	30
CELF1	-0.090086181661137	-0.386792818338863	10658	CELF1	CELF1	10658	-0.090086181661137	-0.386792818338863	-0.296706636677726	299	12680		bottomcenter	90
GARS	-0.164173350552771	-0.518356649447229	2617	GARS	GARS	2617	-0.164173350552771	-0.518356649447229	-0.354183298894457	153	9149		bottomcenter	35
SRPRB	-0.139361905073237	-0.441538094926763	58477	SRPRB	SRPRB	58477	-0.139361905073237	-0.441538094926763	-0.302176189853526	281	17978		bottomcenter	64
RGPD5	-0.194811468484902	-0.487538531515098	84220	RGPD5	RGPD5	84220	-0.194811468484902	-0.487538531515098	-0.292727063030196	316	15375		bottomcenter	42
CWF19L2	-0.119847456272037	-0.413181543727963	143884	CWF19L2	CWF19L2	143884	-0.119847456272037	-0.413181543727963	-0.293334087455926	313	18117		bottomcenter	79
TYMS	-0.27944721263059	-0.60815278736941	7298	TYMS	TYMS	7298	-0.27944721263059	-0.60815278736941	-0.32870557473882	204	2600		bottomcenter	16
ELP3	-0.278142554038102	-0.621867445961898	55140	ELP3	ELP3	55140	-0.278142554038102	-0.621867445961898	-0.343724891923796	175	3582		bottomcenter	15
GRIA1	-0.046010680681157	-0.310906319318843	2890	GRIA1	GRIA1	2890	-0.046010680681157	-0.310906319318843	-0.264895638637686	478	5291		bottomcenter	129
SLC3A2	-0.145005216063457	-0.677874783936543	6520	SLC3A2	SLC3A2	6520	-0.145005216063457	-0.677874783936543	-0.532869567873085	27	15868		bottomcenter	7
UROD	-0.134107214284984	-0.595777785715016	7389	UROD	UROD	7389	-0.134107214284984	-0.595777785715016	-0.461670571430032	46	17703		bottomcenter	22
HCRTR1	0.0194765928600262	-0.335599592860026	3061	HCRTR1	HCRTR1	3061	0.0194765928600262	-0.335599592860026	-0.355076185720052	146	8160		bottomcenter	119
GTF2H2	-0.11371121710728	-0.62525378289272	2966	GTF2H2	GTF2H2	2966	-0.11371121710728	-0.62525378289272	-0.51154256578544	33	14528		bottomcenter	14
SSBP3	0.0155641805248598	-0.39037018052486	23648	SSBP3	SSBP3	23648	0.0155641805248598	-0.39037018052486	-0.40593436104972	79	17735		bottomcenter	88
NIPA2	-0.0650466132678918	-0.385915386732108	81614	NIPA2	NIPA2	81614	-0.0650466132678918	-0.385915386732108	-0.320868773464216	224	9739		bottomcenter	91
GATA5	0.215118632525797	-0.368098632525797	140628	GATA5	GATA5	140628	0.215118632525797	-0.368098632525797	-0.583217265051595	13	13193		bottomcenter	103
KCNJ18	0.0530349042874375	-0.502172904287438	100134444	KCNJ18	KCNJ18	100134444	0.0530349042874375	-0.502172904287438	-0.555207808574875	19	18083		bottomcenter	38
ENO1	-0.170918157103006	-0.824191842896994	2023	ENO1	ENO1	2023	-0.170918157103006	-0.824191842896994	-0.653273685793987	9	5783	ENO1	bottomcenter	3
CUEDC2	-0.0884198276251643	-0.385834172374836	79004	CUEDC2	CUEDC2	79004	-0.0884198276251643	-0.385834172374836	-0.297414344749671	296	1624		bottomcenter	92
PLK2	-0.0235537386305371	-0.364017561369463	10769	PLK2	PLK2	10769	-0.0235537386305371	-0.364017561369463	-0.340463822738926	179	5469		bottomcenter	105
CACNB1	0.0880444520988081	-0.322960452098808	782	CACNB1	CACNB1	782	0.0880444520988081	-0.322960452098808	-0.411004904197616	73	12178		bottomcenter	124
ELMO2	-0.19225027494755	-0.47371972505245	63916	ELMO2	ELMO2	63916	-0.19225027494755	-0.47371972505245	-0.281469450104899	371	11848		bottomcenter	46
HRASLS	-0.166974842824953	-0.472895157175047	57110	HRASLS	HRASLS	57110	-0.166974842824953	-0.472895157175047	-0.305920314350093	266	15833		bottomcenter	47
POTEJ	-0.123484781816849	-0.426968218183151	653781	POTEJ	POTEJ	653781	-0.123484781816849	-0.426968218183151	-0.303483436366302	277	5053		bottomcenter	68
ABCA3	-0.0957403868048219	-0.358640613195178	21	ABCA3	ABCA3	21	-0.0957403868048219	-0.358640613195178	-0.262900226390356	493	7291		bottomcenter	109
PRKAB1	0.00573440934234243	-0.540430409342342	5564	PRKAB1	PRKAB1	5564	0.00573440934234243	-0.540430409342342	-0.546164818684685	22	4209		bottomcenter	28
CUL4A	-0.0374862139037138	-0.463709786096286	8451	CUL4A	CUL4A	8451	-0.0374862139037138	-0.463709786096286	-0.426223572192572	60	1741		bottomcenter	51
LARS	-0.215961633594889	-0.605688366405111	51520	LARS	LARS	51520	-0.215961633594889	-0.605688366405111	-0.389726732810222	91	12612		bottomcenter	18
KCND3	-0.149616644596496	-0.447813355403504	3752	KCND3	KCND3	3752	-0.149616644596496	-0.447813355403504	-0.298196710807008	292	15611		bottomcenter	59
IQCF1	-0.0486504576186135	-0.445970542381386	132141	IQCF1	IQCF1	132141	-0.0486504576186135	-0.445970542381386	-0.397320084762773	84	950		bottomcenter	62
UTP3	-0.153958392546098	-0.454661607453902	57050	UTP3	UTP3	57050	-0.153958392546098	-0.454661607453902	-0.300703214907804	284	16731		bottomcenter	53
DDX39B	-0.261922680685239	-0.596217319314761	7919	DDX39B	DDX39B	7919	-0.261922680685239	-0.596217319314761	-0.334294638629522	195	10265		bottomcenter	21
ZNF514	-0.216578295501154	-0.538251704498846	84874	ZNF514	ZNF514	84874	-0.216578295501154	-0.538251704498846	-0.321673408997692	217	1119		bottomcenter	29
RELA	-0.152969936358406	-0.587330063641594	5970	RELA	RELA	5970	-0.152969936358406	-0.587330063641594	-0.434360127283188	56	9592		bottomcenter	24
UVRAG	-0.0117139751226325	-0.329728924877368	7405	UVRAG	UVRAG	7405	-0.0117139751226325	-0.329728924877368	-0.318014949754735	231	2100		bottomcenter	120
