sgRNA	Gene	test1.D0	test1.T14	test1.D14	test3.D0	test3.T14	test3.D14
HGLibA_38927	PRSS33	19	13	19	17	16	0
HGLibA_15316	EPHB3	191	187	223	185	361	199
HGLibA_42927	SCGB2A2	308	247	269	366	331	297
HGLibA_43079	SCXA	380	460	357	311	460	339
HGLibA_18868	GDF5	146	169	142	177	152	161
HGLibA_13353	DLK1	63	47	78	155	153	64
HGLibA_47038	SRR	251	243	227	206	191	131
HGLibA_37156	PLEKHS1	499	514	519	614	660	394
HGLibA_26491	LILRA2	250	203	267	284	404	202
HGLibA_09400	CHD6	66	67	67	70	39	20
HGLibA_60277	hsa-mir-4468	188	140	151	197	325	172
HGLibA_22122	HS3ST1	160	156	90	65	50	96
HGLibA_19207	GKN1	156	118	153	104	166	95
HGLibA_03688	ATP5S	218	184	197	179	229	149
HGLibA_58701	hsa-mir-3157	171	174	191	127	287	115
HGLibA_50336	TMEM256	64	69	75	63	42	55
HGLibA_49869	TMEM109	68	51	69	98	48	88
HGLibA_05227	C12orf23	137	113	85	80	135	88
HGLibA_41941	RPL32	77	53	36	50	41	7
HGLibA_21992	HOXD12	154	95	117	163	191	130
HGLibA_37336	PMS2	112	152	147	106	152	95
HGLibA_54317	WIPI2	196	173	156	198	303	135
HGLibA_61609	hsa-mir-516a-1	458	412	325	486	562	341
HGLibA_61752	hsa-mir-520e	132	154	116	100	145	87
HGLibA_31292	NCEH1	85	74	108	66	145	89
HGLibA_43414	SEPHS2	69	77	98	143	92	75
HGLibA_08358	CD34	276	211	201	205	289	183
HGLibA_50234	TMEM220	136	161	187	123	275	75
HGLibA_08811	CDKL3	226	271	298	224	258	313
HGLibA_42963	SCML2	167	211	146	199	146	109
HGLibA_27138	LRCH1	65	42	31	33	94	41
HGLibA_09641	CHST5	182	287	226	244	214	179
HGLibA_36450	PHOX2A	274	251	289	257	313	180
HGLibA_37616	POLR3C	109	58	40	44	58	28
HGLibA_09019	CELF6	261	244	228	299	279	210
HGLibA_00886	ADC	143	142	135	96	199	120
HGLibA_33622	OR13H1	199	205	192	249	363	122
HGLibA_34263	OR5B2	243	188	177	245	268	218
HGLibA_15174	ENPP3	43	69	51	70	96	47
HGLibA_27821	MAB21L1	81	135	133	77	94	101
HGLibA_48741	TCEB3	183	219	145	188	243	138
HGLibA_10595	COL6A1	229	293	253	302	241	240
HGLibA_49223	TGFBR1	38	21	3	23	88	15
HGLibA_34640	OSBP2	286	275	307	269	287	270
HGLibA_05052	C10orf129	172	209	277	263	308	173
HGLibA_46698	SPINK5	377	326	322	281	362	246
HGLibA_32222	NNMT	107	153	185	103	78	108
HGLibA_06591	C7orf73	179	158	161	291	265	196
HGLibA_54421	WSCD1	63	32	55	18	66	67
HGLibA_21123	HELZ	83	36	88	63	125	58
HGLibA_52265	TUBA8	177	223	233	248	288	154
HGLibA_11938	CXorf51A	119	137	133	158	95	127
HGLibA_00518	ACP6	91	122	143	59	90	69
HGLibA_31207	NBEA	175	191	204	147	193	121
HGLibA_58679	hsa-mir-3155a	450	409	436	447	466	357
HGLibA_47801	SUOX	142	171	154	144	215	114
HGLibA_55411	ZMYND10	224	147	157	256	140	119
HGLibA_30633	MYADML2	337	310	338	190	250	237
HGLibA_11795	CUL9	150	194	234	163	221	135
HGLibA_50181	TMEM201	111	138	179	279	266	163
HGLibA_59705	hsa-mir-424	74	41	79	68	130	89
HGLibA_56578	ZNF701	196	168	209	203	235	128
HGLibA_47731	SULT1A1	89	84	59	128	113	63
HGLibA_57590	hsa-mir-1283-1	208	152	115	209	157	152
HGLibA_19598	GOLGA3	118	64	76	120	89	81
HGLibA_41955	RPL36A	343	329	357	449	618	498
HGLibA_31734	NEUROD1	56	26	43	61	63	67
HGLibA_42124	RPS27A	87	79	56	97	72	68
HGLibA_53446	UTP20	11	36	10	0	15	4
HGLibA_36797	PKD2	125	145	78	104	136	98
HGLibA_29559	MN1	129	126	131	185	66	98
HGLibA_37941	PPIL2	113	139	105	149	167	124
HGLibA_26255	LDOC1	180	147	192	178	253	180
HGLibA_61312	hsa-mir-4802	121	138	146	99	117	149
HGLibA_03199	ASAP3	116	106	95	115	86	86
HGLibA_10776	CORO1B	58	83	144	54	84	83
HGLibA_05029	C10orf11	218	250	209	146	199	152
HGLibA_38025	PPP1R12C	80	135	88	136	197	105
HGLibA_38583	PRKRA	132	59	26	104	88	27
HGLibA_65087	NonTargetingControlGuideForHuman_0704	190	169	206	176	215	83
HGLibA_28608	MCM3	203	138	216	248	102	186
HGLibA_00638	ACTN1	239	258	220	212	257	200
HGLibA_17579	FKBP5	74	106	77	57	248	106
HGLibA_57463	hsa-mir-1260b	191	183	248	214	257	224
HGLibA_56961	ZPBP	175	174	170	129	157	96
HGLibA_44888	SLC2A7	76	71	66	72	10	101
HGLibA_27726	LYPD5	190	247	247	264	190	256
HGLibA_24673	KIAA0947	96	102	58	93	125	95
HGLibA_14158	DUSP2	190	177	176	158	233	160
HGLibA_06820	CA7	171	121	161	129	185	162
HGLibA_34684	OSGEPL1	93	154	141	173	204	110
HGLibA_29301	MIR205HG	234	183	192	331	253	175
HGLibA_02039	ANKRD22	135	128	215	227	360	125
HGLibA_14059	DTHD1	270	202	185	254	297	161
HGLibA_49505	TIMM17B	168	197	159	171	302	163
HGLibA_50778	TNFRSF21	151	163	200	209	244	195
HGLibA_01991	ANKRD10	362	412	410	494	484	347
HGLibA_48618	TBL2	175	157	159	139	200	132
HGLibA_48081	SYT5	148	107	167	122	271	153
HGLibA_51953	TSPAN9	217	285	242	259	248	203
HGLibA_16854	FANCI	125	143	95	106	81	99
HGLibA_64198	hsa-mir-8089	46	54	21	86	45	28
HGLibA_42276	RRP1B	30	35	34	8	53	25
HGLibA_18105	FSTL3	187	156	100	125	193	153
HGLibA_03451	ATF7	110	126	118	62	145	51
HGLibA_15489	ERICH1	128	139	98	165	135	82
HGLibA_15000	EMB	158	181	275	246	272	130
HGLibA_51777	TRPS1	392	328	344	338	280	284
HGLibA_52308	TUBGCP2	170	145	314	128	204	159
HGLibA_20670	GUF1	288	311	290	410	423	212
HGLibA_28109	MAOB	184	135	157	161	135	109
HGLibA_54758	YY1	29	24	12	69	8	3
HGLibA_19486	GNB1L	219	195	253	210	287	120
HGLibA_23787	ITGB4	71	96	77	65	43	58
HGLibA_32533	NPTX1	127	102	203	107	129	131
HGLibA_04821	BRIP1	272	295	210	269	348	231
HGLibA_49410	THSD7B	299	260	361	286	342	361
HGLibA_39807	RAB12	207	219	205	193	232	193
HGLibA_53989	WBSCR16	162	173	198	122	164	89
HGLibA_47195	SSX1	27	47	51	47	108	34
HGLibA_34410	OR6C75	163	83	132	122	27	74
HGLibA_13698	DNMT1	61	39	48	26	18	13
HGLibA_25267	KLK7	124	76	81	158	262	134
HGLibA_26521	LIM2	293	226	254	211	428	305
HGLibA_27614	LTN1	76	103	85	108	139	104
HGLibA_53638	VGLL2	89	138	146	141	152	97
HGLibA_11877	CXCL9	199	214	144	123	165	143
HGLibA_41938	RPL31	294	480	243	315	432	239
HGLibA_24411	KCTD1	371	353	347	370	573	371
HGLibA_21904	HOXA2	129	99	134	159	137	125
HGLibA_30137	MS4A13	305	287	305	330	225	248
HGLibA_43187	SEC13	172	105	125	119	270	141
HGLibA_39247	PTAR1	116	101	78	139	137	111
HGLibA_30565	MUM1	135	136	118	171	92	122
HGLibA_29890	MRPL10	78	133	102	115	121	92
HGLibA_48964	TEFM	84	76	81	112	150	96
HGLibA_12706	DDX3Y	129	118	156	65	81	74
HGLibA_16056	FAM120AOS	163	180	144	201	83	91
HGLibA_12805	DEFA5	173	159	204	236	231	171
HGLibA_56795	ZNF805	190	192	187	141	220	112
HGLibA_49831	TMEFF1	136	123	162	193	272	121
HGLibA_48315	TAP1	204	172	158	191	188	196
HGLibA_08342	CD300LF	123	103	119	143	215	114
HGLibA_50333	TMEM255B	245	253	269	232	391	209
HGLibA_35130	PAPL	70	82	54	36	71	53
HGLibA_30950	N4BP1	143	113	132	71	78	99
HGLibA_06925	CACNB4	91	79	118	101	150	114
HGLibA_48592	TBCE	97	62	66	71	136	80
HGLibA_15010	EMC3	210	176	230	247	241	223
HGLibA_58558	hsa-mir-3126	162	153	79	125	121	148
HGLibA_13451	DMWD	102	112	86	182	99	75
HGLibA_24758	KIAA1432	64	69	75	62	53	39
HGLibA_10912	CPD	83	132	78	74	67	80
HGLibA_41182	RHOC	281	334	266	241	183	246
HGLibA_57638	hsa-mir-1290	57	102	75	82	155	64
HGLibA_14871	ELAC1	114	219	182	123	226	163
HGLibA_42773	SAT2	140	214	162	171	220	195
HGLibA_00033	AADACL2	80	77	131	149	167	124
HGLibA_04036	B4GALT5	172	208	214	163	198	233
HGLibA_63263	hsa-mir-6772	182	184	167	308	177	183
HGLibA_58250	hsa-mir-214	206	294	230	332	321	203
HGLibA_06108	C2CD5	269	198	240	189	263	155
HGLibA_63197	hsa-mir-676	234	308	281	235	365	216
HGLibA_49351	THEMIS2	237	209	128	196	346	236
HGLibA_50637	TMPRSS2	97	118	156	74	63	73
HGLibA_50398	TMEM42	136	126	172	158	205	179
HGLibA_33038	NUP210	107	105	94	129	62	71
HGLibA_57933	hsa-mir-1587	198	158	305	225	220	168
HGLibA_32817	NT5C3B	88	66	60	63	227	65
HGLibA_46361	SPAG5	108	121	113	106	179	47
HGLibA_00404	ACBD5	233	260	251	340	213	204
HGLibA_14717	EIF1B	226	207	216	282	307	172
HGLibA_25645	KRTAP13-2	291	257	311	339	354	297
HGLibA_18986	GGA3	301	270	328	417	367	243
HGLibA_31626	NEGR1	180	130	167	197	111	122
HGLibA_08814	CDKL4	230	245	204	204	204	201
HGLibA_30021	MRPL54	257	200	208	322	487	260
HGLibA_00396	ACAT2	318	353	377	390	367	277
HGLibA_28523	MBOAT4	242	356	270	346	463	307
HGLibA_57479	hsa-mir-1264	40	52	44	24	74	61
HGLibA_46867	SPSB4	255	313	220	282	392	305
HGLibA_23543	IQSEC2	176	212	215	179	328	221
HGLibA_49564	TIRAP	206	159	265	235	173	136
HGLibA_19969	GPR173	146	93	60	78	109	91
HGLibA_13658	DNASE1L2	189	144	106	187	244	259
HGLibA_04142	BANF2	132	108	171	204	240	190
HGLibA_25586	KRTAP1-4	236	233	206	201	212	185
HGLibA_17960	FPGS	100	88	54	114	155	86
HGLibA_14073	DTWD1	224	205	313	119	161	169
HGLibA_09134	CEP350	162	218	181	171	228	160
HGLibA_64828	NonTargetingControlGuideForHuman_0445	28	3	13	19	44	20
HGLibA_37865	PPDPF	187	186	167	183	167	121
HGLibA_34465	OR7C1	37	36	65	88	32	77
HGLibA_25910	LACE1	125	108	117	90	100	115
HGLibA_25271	KLK8	115	179	144	210	206	192
HGLibA_28992	METTL23	63	100	56	57	110	62
HGLibA_23699	ISYNA1	110	115	93	106	67	82
HGLibA_03742	ATP6V1C2	129	143	171	109	185	106
HGLibA_60018	hsa-mir-4324	33	55	91	101	116	83
HGLibA_53083	UPK3BL	113	102	149	124	137	88
HGLibA_46933	SRCIN1	236	178	216	155	305	177
HGLibA_64167	hsa-mir-8081	88	58	47	135	86	40
HGLibA_05820	C1orf198	97	123	85	164	108	105
HGLibA_41239	RIC8B	310	361	319	345	343	330
HGLibA_20537	GTF2F1	179	160	207	222	169	184
HGLibA_50198	TMEM207	53	62	83	121	68	97
HGLibA_44250	SIX3	115	100	106	114	116	94
HGLibA_04789	BRD9	173	142	189	155	170	193
HGLibA_52961	ULBP1	178	155	150	187	378	121
HGLibA_42141	RPS3A	108	100	101	118	113	76
HGLibA_09158	CEP70	271	263	278	244	328	205
HGLibA_54533	XKR8	85	83	46	43	116	42
HGLibA_27915	MAGEA4	291	231	235	200	180	134
HGLibA_35442	PCDHA3	101	92	120	143	109	75
HGLibA_43453	SEP8	74	81	65	72	151	84
HGLibA_29034	MEX3C	98	80	120	65	90	131
HGLibA_17477	FHIT	287	290	357	385	276	257
HGLibA_60913	hsa-mir-4701	95	105	109	124	95	66
HGLibA_56465	ZNF653	182	202	292	205	344	196
HGLibA_48734	TCEB1	76	102	112	75	86	39
HGLibA_28275	MAPK4	28	35	29	1	47	12
HGLibA_35019	PAGR1	297	366	332	384	370	346
HGLibA_06536	C7orf33	221	199	229	262	284	157
HGLibA_50466	TMEM60	114	151	129	129	178	157
HGLibA_16184	FAM155B	104	80	94	62	81	71
HGLibA_44941	SLC34A2	216	241	339	207	177	238
HGLibA_09177	CEP89	73	109	113	115	92	86
HGLibA_13597	DNAJC21	252	177	213	213	182	223
HGLibA_16698	FAM71E1	165	148	151	103	93	100
HGLibA_30568	MUM1L1	454	365	421	359	559	367
HGLibA_54411	WRNIP1	234	123	212	198	159	143
HGLibA_10175	CMA1	35	59	64	47	44	46
HGLibA_30272	MSX1	158	159	206	194	145	136
HGLibA_50627	TMPRSS12	186	139	149	164	162	178
HGLibA_62179	hsa-mir-5584	365	395	312	236	428	278
HGLibA_32022	NKRF	87	57	83	87	105	119
HGLibA_45654	SMC4	119	127	137	152	117	140
HGLibA_38957	PRSS53	62	108	63	75	101	59
HGLibA_39157	PSMD12	70	41	34	63	163	35
HGLibA_17295	FERMT1	155	182	161	138	288	130
HGLibA_40899	REXO4	339	365	295	315	327	211
HGLibA_39452	PTPN20A	345	292	283	316	514	239
HGLibA_16882	FARSA	168	109	52	85	79	28
HGLibA_54559	XPNPEP3	66	70	46	91	95	61
HGLibA_28354	MARCKS	114	161	141	136	175	132
HGLibA_42551	S100A2	253	285	259	291	281	224
HGLibA_28139	MAP2K1	260	222	232	253	471	262
HGLibA_22836	IGFBPL1	372	355	311	411	406	354
HGLibA_29420	MLLT4	264	322	305	268	334	229
HGLibA_56724	ZNF777	23	27	31	7	22	12
HGLibA_54467	XAGE1A	555	382	485	498	352	272
HGLibA_03374	ASTE1	146	198	140	243	307	182
HGLibA_38293	PRAMEF15	240	186	211	144	142	114
HGLibA_61741	hsa-mir-520c	84	80	86	104	45	60
HGLibA_50316	TMEM25	167	128	164	91	143	144
HGLibA_19096	GIN1	142	164	169	186	61	178
HGLibA_60932	hsa-mir-4708	75	112	93	114	125	72
HGLibA_16187	FAM156A	179	221	174	209	251	205
HGLibA_33628	OR14A16	194	147	196	133	124	204
HGLibA_02318	AP2S1	101	105	94	71	186	76
HGLibA_01601	ALG1	42	71	29	20	79	20
HGLibA_14362	EBI3	243	327	266	194	236	274
HGLibA_06365	C5orf22	141	103	142	159	144	157
HGLibA_46411	SPANXN4	84	84	82	118	200	133
HGLibA_64794	NonTargetingControlGuideForHuman_0411	231	239	244	214	220	185
HGLibA_04040	B4GALT7	307	286	258	288	304	300
HGLibA_16368	FAM194A	485	619	566	392	430	409
HGLibA_48979	TEKT4	94	88	86	93	105	100
HGLibA_14617	EFTUD2	166	137	110	226	130	83
HGLibA_03319	ASMT_X	407	521	504	474	502	457
HGLibA_09819	CLCN1	336	331	281	287	526	233
HGLibA_48863	TCTEX1D1	50	52	60	59	65	59
HGLibA_48576	TBC1D9B	218	212	275	333	343	309
HGLibA_38470	PRICKLE1	107	107	123	102	132	112
HGLibA_35158	PAQR3	216	214	197	227	324	313
HGLibA_36255	PGLYRP3	145	72	138	113	196	104
HGLibA_37458	PODXL	218	138	155	238	256	160
HGLibA_55456	ZNF124	33	90	77	99	6	58
HGLibA_05525	C17orf105	165	264	184	135	241	199
HGLibA_45514	SLITRK1	179	299	270	164	162	154
HGLibA_34885	P2RY2	294	244	247	446	284	348
HGLibA_23755	ITGAE	232	271	200	267	331	243
HGLibA_07767	CCDC37	183	189	190	191	132	117
HGLibA_21296	HIF1A	209	187	177	198	323	233
HGLibA_51118	TPD52L2	48	43	33	47	62	41
HGLibA_07324	CASP8	167	262	190	206	265	185
HGLibA_16550	FAM24B	157	155	130	182	146	161
HGLibA_07929	CCDC92	169	113	136	134	139	131
HGLibA_00864	ADAP1	102	96	91	79	69	117
HGLibA_17630	FLJ44313	116	125	160	149	174	128
HGLibA_04256	BCAS3	73	82	97	78	215	85
HGLibA_26601	LIPA	209	251	216	209	256	168
HGLibA_56380	ZNF610	101	112	80	62	80	86
HGLibA_08701	CDHR2	82	88	109	99	237	94
HGLibA_16471	FAM213A	65	77	109	51	13	21
HGLibA_25565	KRT83	173	200	204	185	112	188
HGLibA_13204	DHX58	64	135	115	125	120	100
HGLibA_62735	hsa-mir-624	435	424	452	445	692	442
HGLibA_42289	RRS1	166	131	129	165	145	148
HGLibA_00694	ACVR2A	293	449	402	417	495	416
HGLibA_11497	CT45A1	242	252	324	318	362	161
HGLibA_61029	hsa-mir-4733	75	100	106	70	136	60
HGLibA_61402	hsa-mir-499a	106	139	86	208	302	162
HGLibA_46677	SPIN3	158	162	147	145	220	121
HGLibA_24699	KIAA1147	120	129	146	112	144	97
HGLibA_37604	POLR2L	106	145	99	126	55	71
HGLibA_10421	CNTNAP2	270	249	218	231	265	276
HGLibA_08254	CD177	62	47	56	37	32	42
HGLibA_02190	ANO7	63	62	105	75	43	36
HGLibA_12531	DCST2	138	179	143	132	124	149
HGLibA_41631	RNF216	176	112	110	111	164	107
HGLibA_16978	FBXL14	274	244	277	214	274	285
HGLibA_16062	FAM120C	173	157	201	189	353	195
HGLibA_60611	hsa-mir-4537	77	83	149	71	109	62
HGLibA_40197	RANBP17	70	102	88	114	96	67
HGLibA_08867	CDR2	171	169	218	191	217	208
HGLibA_13216	DIAPH1	110	118	129	70	175	115
HGLibA_52706	UBL4A	344	312	324	413	501	362
HGLibA_18013	FRMD4A	136	136	96	188	192	91
HGLibA_13198	DHX40	272	330	273	351	363	249
HGLibA_56620	ZNF714	192	219	253	240	228	213
HGLibA_48884	TDGF1	104	136	107	57	43	42
HGLibA_19069	GIMAP1	124	149	81	121	70	49
HGLibA_63653	hsa-mir-6867	76	69	116	63	44	45
HGLibA_09000	CELA3B	151	148	172	148	109	153
HGLibA_03802	ATPAF2	220	249	228	199	181	162
HGLibA_03327	ASMTL_X	104	73	68	89	108	50
HGLibA_20730	GZMM	156	164	92	173	77	146
HGLibA_53284	USP17L7	186	158	177	178	160	218
HGLibA_40416	RB1CC1	34	11	23	27	32	8
HGLibA_30839	MYO1G	203	178	217	183	208	251
HGLibA_64616	NonTargetingControlGuideForHuman_0233	223	280	197	184	193	201
HGLibA_02958	ARL2	127	97	40	149	151	138
HGLibA_58555	hsa-mir-3126	114	110	91	63	222	56
HGLibA_53978	WBP2	148	213	243	229	187	105
HGLibA_11266	CRYBB3	52	37	109	93	100	58
HGLibA_40430	RBBP5	109	155	155	80	174	143
HGLibA_43325	SEMA3C	115	57	62	159	99	85
HGLibA_50740	TNFRSF10C	333	407	360	457	485	282
HGLibA_63682	hsa-mir-6874	186	304	281	250	317	161
HGLibA_49147	TFCP2L1	63	64	79	144	82	68
HGLibA_20653	GUCY1A2	59	61	57	24	25	53
HGLibA_23827	ITLN2	266	228	290	254	225	202
HGLibA_58961	hsa-mir-323b	211	231	227	168	225	250
HGLibA_47657	STX7	341	265	251	243	233	311
HGLibA_39655	PXK	172	126	123	205	110	151
HGLibA_26301	LENG8	312	245	257	162	157	174
HGLibA_28761	MED16	93	91	89	99	85	110
HGLibA_36551	PIGF	139	112	96	122	116	163
HGLibA_05675	C19orf52	186	120	117	162	144	117
HGLibA_30583	MUT	41	53	26	51	50	47
HGLibA_43759	SFTA2	29	27	9	33	42	10
HGLibA_28376	MARS	114	126	56	153	117	45
HGLibA_48933	TEAD3	47	43	65	30	46	15
HGLibA_31993	NKAIN2	290	340	267	242	304	228
HGLibA_33105	NUTM2A	191	140	199	197	62	67
HGLibA_23667	ISL2	221	212	220	311	233	282
HGLibA_04881	BST1	411	528	398	495	525	425
HGLibA_15957	FAHD2A	102	85	132	52	75	42
HGLibA_41347	RLF	164	157	163	230	262	113
HGLibA_01360	AIP	101	43	57	53	53	59
HGLibA_10339	CNOT3	97	34	52	107	34	58
HGLibA_02662	ARFGAP1	121	92	131	171	52	91
HGLibA_58017	hsa-mir-18a	266	242	199	132	170	141
HGLibA_24086	KAZALD1	235	220	232	199	295	181
HGLibA_45784	SMN2	150	80	103	138	128	82
HGLibA_41925	RPL28	73	122	47	36	89	40
HGLibA_27301	LRRC29	403	385	393	353	404	435
HGLibA_60952	hsa-mir-4713	102	87	110	67	91	62
HGLibA_11225	CRTAP	84	60	119	70	140	55
HGLibA_24833	KIAA1967	139	201	142	220	267	158
HGLibA_13131	DHRS2	193	159	159	174	186	120
HGLibA_21785	HNMT	277	243	274	295	349	244
HGLibA_50943	TOLLIP	135	116	171	153	273	101
HGLibA_09264	CFHR1	253	320	369	396	352	261
HGLibA_59297	hsa-mir-3686	110	80	115	80	81	92
HGLibA_01620	ALG14	130	86	98	114	35	76
HGLibA_41690	RNF5	152	132	182	158	186	151
HGLibA_41895	RPL21	109	102	44	139	112	50
HGLibA_03793	ATP9A	265	236	272	368	341	212
HGLibA_60695	hsa-mir-4648	144	163	144	149	235	171
HGLibA_40322	RASD2	88	35	57	87	17	84
HGLibA_28048	MAML3	209	243	190	248	293	224
HGLibA_59534	hsa-mir-3914-2	113	151	172	102	141	118
HGLibA_15112	ENDOD1	172	123	172	155	173	130
HGLibA_00147	ABCB6	160	103	153	105	195	221
HGLibA_52238	TTYH3	43	39	30	0	9	15
HGLibA_07969	CCL14	169	121	122	105	169	114
HGLibA_57032	ZSCAN5B	20	20	7	29	57	15
HGLibA_51795	TRPV5	287	318	340	353	323	238
HGLibA_55467	ZNF134	190	179	182	221	168	231
HGLibA_04846	BRS3	100	69	72	61	84	82
HGLibA_63596	hsa-mir-6856	90	81	100	94	178	103
HGLibA_19828	GPN2	120	31	34	68	10	11
HGLibA_42494	RXFP1	355	449	404	386	472	373
HGLibA_37178	PLIN4	113	83	88	117	234	120
HGLibA_20882	HAUS4	189	267	275	293	294	255
HGLibA_20515	GTDC1	374	329	304	285	329	308
HGLibA_51937	TSPAN4	132	165	176	159	175	134
HGLibA_48127	TAAR2	130	110	106	153	118	103
HGLibA_24377	KCNQ5	126	85	109	137	142	76
HGLibA_28336	MARCH4	219	194	250	256	432	201
HGLibA_40966	RFX2	100	131	99	131	143	119
HGLibA_62908	hsa-mir-6511a-4	455	438	337	421	386	297
HGLibA_20415	GSE1	145	192	138	147	226	138
HGLibA_14676	EHD4	173	153	172	183	140	183
HGLibA_62099	hsa-mir-550a-1	1251	1128	1063	1372	1317	1034
HGLibA_53329	USP30	87	66	96	68	116	68
HGLibA_62234	hsa-mir-5680	179	195	154	258	207	148
HGLibA_10132	CLSPN	53	59	107	73	153	64
HGLibA_39690	PYGM	295	239	257	329	438	307
HGLibA_28828	MEF2B	184	129	219	137	88	103
HGLibA_06659	C9	80	81	82	96	154	76
HGLibA_49936	TMEM132D	103	121	82	78	88	79
HGLibA_62872	hsa-mir-6505	129	104	115	150	76	118
HGLibA_45111	SLC39A4	283	258	308	401	439	344
HGLibA_52425	TXNDC8	99	102	122	144	153	88
HGLibA_31664	NEK8	281	258	356	252	307	258
HGLibA_44937	SLC34A1	48	57	42	80	44	43
HGLibA_51613	TRIM77	128	129	115	75	143	103
HGLibA_49571	TJP1	171	103	140	123	233	146
HGLibA_58816	hsa-mir-3180-5	208	187	166	187	213	136
HGLibA_09723	CIRH1A	148	101	53	130	106	47
HGLibA_36403	PHKA1	170	155	106	108	185	174
HGLibA_29876	MROH7	275	231	197	267	295	167
HGLibA_37086	PLEKHB1	148	235	127	182	135	64
HGLibA_01083	ADTRP	297	251	279	297	424	192
HGLibA_54086	WDR4	75	48	106	49	73	70
HGLibA_28827	MEF2A	207	176	176	114	394	151
HGLibA_34406	OR6C74	204	237	167	235	295	193
HGLibA_46840	SPRY3_X	434	330	355	318	429	301
HGLibA_32206	NMT1	84	104	73	84	60	107
HGLibA_51758	TRPM3	60	70	40	99	52	71
HGLibA_02531	APOL2	165	148	165	180	236	147
HGLibA_48995	TENM1	114	139	210	214	238	161
HGLibA_05532	C17orf112	217	107	150	92	205	82
HGLibA_45143	SLC41A2	155	88	112	203	156	132
HGLibA_53193	USP10	136	169	111	142	134	101
HGLibA_07995	CCL21	192	145	161	268	161	133
HGLibA_60106	hsa-mir-4430	24	44	46	64	42	84
HGLibA_24822	KIAA1841	99	66	60	110	143	95
HGLibA_20290	GRIK4	157	129	140	180	307	130
HGLibA_45807	SMPD2	517	397	408	512	371	411
HGLibA_03498	ATG4D	294	265	209	184	280	227
HGLibA_17730	FN3K	193	234	226	198	191	224
HGLibA_60894	hsa-mir-4696	140	137	211	137	290	153
HGLibA_03880	AURKB	109	126	65	82	484	27
HGLibA_10110	CLPSL2	237	228	200	223	225	171
HGLibA_45100	SLC39A13	109	104	96	158	126	155
HGLibA_34664	OSBPL7	281	220	290	253	363	163
HGLibA_32368	NOVA2	156	77	60	106	171	124
HGLibA_13920	DPYD	60	41	61	31	13	35
HGLibA_52008	TSSK1B	89	45	45	100	44	59
HGLibA_40286	RARRES3	44	77	44	40	28	49
HGLibA_51404	TRIM11	242	309	276	219	217	208
HGLibA_56839	ZNF835	298	263	325	242	307	243
HGLibA_58431	hsa-mir-301b	138	117	158	165	114	151
HGLibA_20244	GREM2	116	177	96	156	248	143
HGLibA_58916	hsa-mir-3202-1	114	108	112	95	120	80
HGLibA_11339	CSF3	225	368	223	311	243	257
HGLibA_23618	IRS1	277	359	319	228	318	297
HGLibA_12347	DAW1	58	87	35	104	33	55
HGLibA_30689	MYEF2	139	105	117	168	218	196
HGLibA_53419	USP9Y	482	440	526	351	621	380
HGLibA_04149	BANP	365	440	385	427	666	325
HGLibA_21248	HGSNAT	118	124	81	96	269	92
HGLibA_48447	TATDN3	470	394	472	426	496	354
HGLibA_47098	SRY	240	277	253	307	386	328
HGLibA_00810	ADAMTS16	163	109	172	141	138	130
HGLibA_08383	CD40	147	110	143	151	76	111
HGLibA_00544	ACSBG2	234	176	200	188	309	189
HGLibA_06722	C9orf3	241	285	256	336	253	278
HGLibA_00495	ACOT9	195	268	230	284	322	182
HGLibA_45776	SMKR1	79	82	132	192	150	100
HGLibA_12200	CYP4V2	82	143	127	117	89	105
HGLibA_23962	JMJD7	267	290	245	418	309	273
HGLibA_49827	TMED8	251	187	218	304	364	225
HGLibA_23835	ITM2C	188	212	230	244	140	173
HGLibA_41086	RGS21	25	59	49	120	62	64
HGLibA_33454	OPTC	348	268	300	318	356	244
HGLibA_26927	LOC388849	140	163	123	164	126	150
HGLibA_21708	HMGCR	177	188	199	193	266	131
HGLibA_61548	hsa-mir-510	200	209	258	237	255	270
HGLibA_37399	PNOC	120	103	92	76	147	115
HGLibA_04097	BAGE3	554	606	642	537	814	563
HGLibA_23366	INS	376	386	389	388	559	330
HGLibA_44135	SIGLEC14	95	73	104	68	91	111
HGLibA_38689	PROS1	306	271	296	290	300	187
HGLibA_29323	MKI67	139	65	58	105	41	53
HGLibA_43063	SCT	184	174	185	187	155	186
HGLibA_49916	TMEM127	116	191	149	85	129	81
HGLibA_65275	NonTargetingControlGuideForHuman_0892	39	43	41	49	60	56
HGLibA_06753	C9orf66	60	128	64	58	139	62
HGLibA_24379	KCNQ5	30	53	43	46	112	49
HGLibA_27521	LSM10	193	139	115	281	200	187
HGLibA_32147	NMD3	64	68	70	71	116	39
HGLibA_12390	DBNDD1	78	34	52	62	5	30
HGLibA_17426	FGFBP1	241	231	279	185	204	195
HGLibA_56904	ZNF91	103	118	126	168	202	155
HGLibA_04930	BTC	252	292	271	325	342	352
HGLibA_14408	ECI2	365	263	287	397	291	247
HGLibA_60977	hsa-mir-4720	155	169	190	151	222	173
HGLibA_54586	XRCC2	58	49	67	60	49	46
HGLibA_57609	hsa-mir-1286	270	152	201	258	273	201
HGLibA_43985	SH3YL1	107	144	129	105	53	118
HGLibA_21813	HNRNPD	293	272	261	257	250	191
HGLibA_44414	SLC15A4	114	137	74	71	118	59
