id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TPD52	3	0.0051122	0.0038463	0.347174	241	1	-0.4044	0.2136	0.21299	0.894252	5001	1	0.45219
SMARCD3	3	0.0051358	0.0038463	0.347174	242	2	-0.8709	0.99721	0.99709	1.0	21249	0	0
DLX3	3	0.0051593	0.0038463	0.347174	243	1	-0.69457	0.96473	0.9677	1.0	20513	0	0
FAM122C	3	0.0051891	0.0038463	0.347174	244	2	-0.35924	0.99784	0.99796	1.0	21265	0	0
OTUD6A	3	0.0051967	0.0038463	0.347174	245	2	-0.9585	0.98728	0.98831	1.0	20999	0	0
RASD2	3	0.0052063	0.0038463	0.347174	246	2	-1.1467	0.28091	0.262	0.894252	6194	1	0.77214
hsa-mir-3119-1	4	0.0052112	0.0058714	0.429706	247	2	-0.58232	0.88419	0.88178	1.0	18762	0	0
GIN1	3	0.0052158	0.0038463	0.347174	248	2	-0.37092	0.056325	0.088719	0.853894	2080	1	0.59942
hsa-mir-6090	4	0.0052444	0.0058714	0.429706	249	1	-1.119	0.35919	0.34097	0.90643	7629	1	0.73222
hsa-mir-29b-1	4	0.005291	0.0058714	0.429706	250	3	-0.35946	0.9907	0.99152	1.0	21078	0	0
KLF5	3	0.0053004	0.0040044	0.352672	251	1	-0.86307	0.80008	0.79745	1.0	16910	0	0
PAAF1	3	0.0053474	0.0040044	0.352672	252	1	-0.45898	0.1749	0.19375	0.894252	4323	1	0.42547
FAM105B	3	0.0053505	0.0040044	0.352672	253	2	-0.90639	0.98186	0.98326	1.0	20875	0	0
PRPF40A	3	0.0053582	0.0040049	0.352672	254	2	-0.83891	0.84622	0.84095	1.0	17905	0	0
CHD3	3	0.0053815	0.0040049	0.352672	255	2	-0.56976	0.98202	0.98326	1.0	20879	0	0
PDE11A	3	0.0053944	0.0040049	0.352672	256	1	-0.80432	0.19785	0.20231	0.894252	4725	1	0.44119
LMBR1L	3	0.0054399	0.004168	0.361208	257	2	-0.49946	0.42476	0.38986	0.924439	8954	1	0.35546
SCCPDH	3	0.0054415	0.004168	0.361208	258	1	-0.81909	0.97712	0.9783	1.0	20766	0	0
hsa-mir-491	4	0.0054881	0.0064327	0.467622	259	3	-0.48875	0.68064	0.63788	0.964371	14409	0	0
C12orf79	3	0.0054885	0.004168	0.361208	260	1	-0.81959	0.97786	0.97942	1.0	20781	0	0
hsa-mir-5739	4	0.0055474	0.0066087	0.478807	261	2	-0.52565	0.67946	0.63598	0.962771	14381	0	0
TMEM168	3	0.0056209	0.0041685	0.361208	262	2	-0.40511	0.36874	0.33239	0.901558	7809	1	0.4049
hsa-mir-6085	4	0.0056469	0.0068568	0.495132	263	2	-0.69238	0.030881	0.04805	0.736447	1216	1	1.186
SOD2	3	0.0056766	0.0043417	0.364591	264	1	-0.87713	0.49871	0.45166	0.932547	10524	0	0
BTBD3	3	0.0056964	0.0043417	0.364591	265	2	-0.42865	0.98648	0.98785	1.0	20984	0	0
MAF1	3	0.0057236	0.0043417	0.364591	266	1	-0.5677	0.68394	0.64473	0.966447	14470	0	0
GON4L	3	0.0057324	0.0043417	0.364591	267	2	-0.42032	0.69701	0.66078	0.972918	14756	0	0
ZNF26	3	0.0057564	0.0043422	0.364591	268	2	-0.41015	0.93369	0.93683	1.0	19825	0	0
METTL21A	3	0.0057706	0.0043422	0.364591	269	2	-0.50603	0.45329	0.40883	0.924439	9566	0	0
PPP2R5C	3	0.0057725	0.0043422	0.364591	270	2	-0.57292	0.81304	0.81041	1.0	17184	0	0
hsa-mir-1264	4	0.0057752	0.0072714	0.519867	271	2	-0.77164	0.26812	0.27594	0.894252	5952	1	0.66591
FADS1	3	0.0058168	0.0043422	0.364591	272	2	-1.2337	0.92469	0.92733	1.0	19628	0	0
hsa-mir-4255	4	0.0058551	0.0074647	0.531934	273	3	-0.51001	0.93248	0.93193	1.0	19797	0	0
AMIGO1	3	0.0058647	0.0047055	0.392098	274	1	-1.4201	0.29983	0.27701	0.894252	6546	1	0.3595
UCHL1	3	0.0059139	0.004706	0.392098	275	2	-0.51375	0.9691	0.97206	1.0	20605	0	0
KLHL12	3	0.0059587	0.0048847	0.402349	276	1	-0.84346	0.96674	0.96948	1.0	20554	0	0
GGT5	3	0.0060364	0.005083	0.407866	277	2	-0.75299	0.57616	0.53306	0.945641	12160	0	0
MRPL2	3	0.0060405	0.005083	0.407866	278	2	-0.78197	0.65426	0.61243	0.95658	13867	0	0
CLP1	3	0.0060527	0.005083	0.407866	279	1	-2.2957	0.66821	0.6234	0.959346	14150	0	0
PSTK	3	0.0060997	0.0050835	0.407866	280	1	-1.5783	0.90097	0.90388	1.0	19112	0	0
PRMT5	3	0.0061937	0.0052878	0.421138	281	1	-1.1191	0.89539	0.89882	1.0	18999	0	0
USP17L1P	3	0.0062407	0.0054953	0.425351	282	1	-1.2009	0.95664	0.96091	1.0	20324	0	0
PTK2	3	0.0062726	0.0054953	0.425351	283	2	-0.40799	0.78262	0.77057	1.0	16526	0	0
GALNT15	3	0.0063347	0.0054958	0.425351	284	2	-0.75576	0.71286	0.69291	0.996522	15070	0	0
COX10	3	0.0063522	0.0054958	0.425351	285	2	-0.90126	0.99589	0.99564	1.0	21217	0	0
ZNF655	3	0.0064287	0.0057133	0.425351	286	1	-0.95509	0.064384	0.098083	0.870101	2342	1	0.36879
GTF3C1	3	0.0064409	0.0057133	0.425351	287	2	-0.99965	0.70782	0.67923	0.985481	14976	0	0
GBA	3	0.0064757	0.0057133	0.425351	288	1	-1.1382	0.28834	0.2663	0.894252	6336	1	0.59154
OR10J5	3	0.006479	0.0057133	0.425351	289	2	-0.91217	0.4424	0.40252	0.924439	9345	0	0
TUSC1	3	0.0065227	0.0057133	0.425351	290	1	-0.80226	0.9595	0.96293	1.0	20393	0	0
C2CD2	3	0.0065472	0.0057133	0.425351	291	2	-0.88163	0.2344	0.22781	0.894252	5351	1	0.32428
DHFR	3	0.0065814	0.0057138	0.425351	292	2	-1.0296	0.0050182	0.0097106	0.590712	333	1	0.80163
OR4M1	3	0.0065985	0.0057138	0.425351	293	2	-0.62081	0.81263	0.80944	1.0	17171	0	0
TCF4	3	0.0066167	0.0057138	0.425351	294	1	-0.50211	0.80779	0.80048	1.0	17071	0	0
RIMBP3	3	0.0066637	0.0057138	0.425351	295	2	-0.60629	0.75313	0.73918	1.0	15907	0	0
NAPA	3	0.0066758	0.0057138	0.425351	296	2	-1.7104	0.86215	0.8618	1.0	18261	0	0
AKIP1	3	0.0067103	0.0057138	0.425351	297	2	-0.59742	0.97769	0.979	1.0	20776	0	0
ZNF765	3	0.0067106	0.0057138	0.425351	298	1	-0.73979	0.27227	0.25549	0.894252	6031	1	0.28642
SUGT1	2	0.0067379	0.0079208	0.544491	299	1	-1.0992	0.8626	0.86836	1.0	18273	0	0
NEFM	3	0.0067753	0.0085401	0.544491	300	2	-0.66	0.24639	0.23635	0.894252	5567	1	0.78632
ACOXL	3	0.0068516	0.0085401	0.544491	301	1	-0.61819	0.29599	0.2749	0.894252	6475	1	0.5492
RELL2	3	0.006893	0.0085401	0.544491	302	2	-0.68871	0.8874	0.89692	1.0	18833	0	0
JAG2	3	0.0068986	0.0085401	0.544491	303	1	-0.87858	0.96916	0.97206	1.0	20606	0	0
TSTD1	3	0.0069105	0.0085401	0.544491	304	2	-0.57242	0.1423	0.17029	0.894252	3805	1	0.65032
PRKCB	3	0.0069368	0.0085401	0.544491	305	2	-0.3961	0.83419	0.83479	1.0	17646	0	0
CEP78	3	0.0069456	0.0085401	0.544491	306	1	-0.82801	0.59724	0.55956	0.952723	12608	0	0
LRRC17	3	0.0069631	0.0085401	0.544491	307	2	-0.90986	0.97987	0.98119	1.0	20833	0	0
GTSE1	3	0.0069851	0.0085401	0.544491	308	2	-1.034	0.9216	0.92523	1.0	19566	0	0
GABARAPL2	3	0.0069925	0.0085401	0.544491	309	1	-0.58732	0.53173	0.49241	0.945641	11237	0	0
hsa-mir-140	4	0.0069983	0.0083358	0.544491	310	2	-0.50009	0.83606	0.82376	1.0	17694	0	0
REG1A	3	0.0070395	0.0085401	0.544491	311	1	-1.1064	0.60216	0.56465	0.952723	12710	0	0
NonTargetingControlGuideForHuman_0634	1	0.0070404	0.0029815	0.347174	312	1	-1.0912	0.99296	0.99702	1.0	21133	0	0
SPATA16	3	0.0070865	0.0085406	0.544491	313	1	-0.43922	0.51354	0.47519	0.945641	10835	0	0
GSDMA	3	0.0071335	0.0085406	0.544491	314	1	-0.982	0.75574	0.74042	1.0	15959	0	0
OR5B17	3	0.0071668	0.0085406	0.544491	315	2	-0.50751	0.0087297	0.013723	0.590712	466	1	1.2033
TAL2	3	0.0071713	0.0085406	0.544491	316	2	-0.38429	0.68062	0.64027	0.965284	14408	0	0
KRTAP10-2	3	0.0072274	0.0085406	0.544491	317	1	-0.69704	0.67307	0.63115	0.962771	14248	0	0
TYRP1	3	0.0072608	0.0085406	0.544491	318	2	-0.73504	0.17884	0.1959	0.894252	4393	1	0.52343
SUPV3L1	3	0.0072744	0.0085406	0.544491	319	1	-0.76156	0.2792	0.262	0.894252	6161	1	0.24396
BPNT1	3	0.0073214	0.0085406	0.544491	320	1	-1.0218	0.29707	0.2749	0.894252	6495	1	0.38351
MVK	3	0.0073237	0.0085406	0.544491	321	2	-1.6542	0.99693	0.99672	1.0	21243	0	0
ZNF474	3	0.0073327	0.0085406	0.544491	322	2	-0.75465	0.99539	0.99541	1.0	21197	0	0
MRPL27	3	0.0074096	0.0087435	0.544491	323	2	-1.0979	0.99269	0.99342	1.0	21125	0	0
ZC3H11A	3	0.0074141	0.0087435	0.544491	324	2	-1.2639	0.98323	0.9846	1.0	20915	0	0
TCEAL5	3	0.0074153	0.0087435	0.544491	325	1	-0.83805	0.83947	0.83834	1.0	17764	0	0
CXorf49	3	0.0074186	0.0087435	0.544491	326	2	-0.32056	0.81096	0.80646	1.0	17131	0	0
SRPK1	3	0.0074595	0.008744	0.544491	327	2	-0.44487	0.69688	0.66078	0.972918	14751	0	0
SPRR2F	3	0.0074622	0.008744	0.544491	328	1	-1.7431	0.88108	0.88417	1.0	18680	0	0
FLOT2	3	0.0074731	0.008744	0.544491	329	2	-0.56658	0.95233	0.95582	1.0	20236	0	0
CCND1	3	0.0075092	0.008744	0.544491	330	1	-0.49655	0.20901	0.20654	0.894252	4918	1	0.37165
OR10A7	3	0.0075096	0.008744	0.544491	331	2	-0.49803	0.30961	0.28338	0.894252	6712	1	0.41919
TXN	3	0.0075552	0.0089574	0.544491	332	2	-0.81954	0.99159	0.99245	1.0	21096	0	0
UBE2K	3	0.0075562	0.0089574	0.544491	333	1	-0.8079	0.79134	0.78799	1.0	16723	0	0
FDXACB1	3	0.0075919	0.0089574	0.544491	334	2	-0.45352	0.52366	0.48477	0.945641	11060	0	0
ITGA3	3	0.0077115	0.0091681	0.544491	335	2	-1.1224	0.88563	0.89301	1.0	18800	0	0
PSMA2	2	0.0077414	0.011863	0.582207	336	2	-0.6275	0.99226	0.99177	1.0	21110	0	0
RABL2A	3	0.0077439	0.0091681	0.544491	337	2	-0.4977	0.20896	0.20654	0.894252	4917	1	0.24104
NOSTRIN	3	0.007781	0.0091681	0.544491	338	2	-1.234	0.41398	0.37712	0.924439	8715	1	0.79425
SPATS2	3	0.0077909	0.0091681	0.544491	339	1	-0.67057	0.9387	0.94279	1.0	19933	0	0
POLR3K	2	0.0078039	0.011863	0.582207	340	1	-1.0612	0.42828	0.39351	0.924439	9029	0	0
CASP8AP2	3	0.0078042	0.0091681	0.544491	341	2	-0.99577	0.97667	0.97783	1.0	20752	0	0
WEE1	3	0.00786	0.0091681	0.544491	342	2	-0.38434	0.99706	0.99691	1.0	21246	0	0
CCNYL1	3	0.0078787	0.0091681	0.544491	343	2	-0.8291	0.72768	0.70888	0.998736	15376	0	0
FAM199X	3	0.0079207	0.0091681	0.544491	344	2	-0.37998	0.97259	0.97463	1.0	20677	0	0
ACTR6	3	0.0079787	0.0091686	0.544491	345	1	-0.74134	0.2082	0.20654	0.894252	4904	1	0.67036
PAPD5	3	0.0079817	0.0091686	0.544491	346	2	-0.49187	0.75161	0.73678	1.0	15865	0	0
TIMM21	3	0.0080257	0.0091686	0.544491	347	1	-1.5526	0.052869	0.079244	0.836991	1958	1	1.068
ANAPC4	3	0.0080475	0.0091686	0.544491	348	2	-1.2116	0.95555	0.96019	1.0	20298	0	0
CORO1A	3	0.0080726	0.0091686	0.544491	349	1	-0.88568	0.070556	0.10747	0.871657	2521	1	0.73577
hsa-mir-548ah	2	0.0081173	0.012404	0.588872	350	1	-1.1729	0.83636	0.84126	1.0	17697	0	0
FOXD4L2	3	0.0081196	0.0091686	0.544491	351	1	-0.8827	0.86833	0.86802	1.0	18401	0	0
PIWIL3	3	0.0081279	0.0091686	0.544491	352	2	-0.65472	0.94209	0.94537	1.0	19996	0	0
ITPKA	3	0.0081665	0.0091686	0.544491	353	1	-0.75546	0.69877	0.6637	0.975162	14797	0	0
MAMLD1	3	0.0082135	0.0091686	0.544491	354	1	-0.69139	0.42844	0.39199	0.924439	9033	1	0.1498
LAMC1	3	0.0082277	0.0093898	0.544491	355	2	-0.50275	0.90936	0.90998	1.0	19288	0	0
CCDC78	3	0.0082372	0.0093898	0.544491	356	2	-0.4613	0.95903	0.96227	1.0	20376	0	0
hsa-mir-3929	3	0.0082604	0.0093898	0.544491	357	1	-1.8734	0.0023345	0.0030442	0.365516	177	1	2.4243
FCRL1	3	0.0082897	0.0093898	0.544491	358	2	-0.524	0.81854	0.81435	1.0	17295	0	0
SFI1	3	0.0083073	0.0093898	0.544491	359	1	-1.1575	0.22878	0.22146	0.894252	5258	1	0.55036
TMEM19	3	0.0083089	0.0093898	0.544491	360	2	-0.47625	0.16263	0.18737	0.894252	4122	1	0.72368
ADCY4	2	0.0083366	0.012404	0.588872	361	1	-0.76129	0.54821	0.51226	0.945641	11575	0	0
DLG5	3	0.0083905	0.0093902	0.544491	362	2	-0.64141	0.5202	0.48287	0.945641	10989	0	0
LRRC24	3	0.0084242	0.0096151	0.544491	363	2	-1.2583	0.93093	0.93444	1.0	19763	0	0
RAD51AP1	3	0.0084821	0.0096151	0.544491	364	2	-0.64589	0.99166	0.99266	1.0	21098	0	0
SF3B3	3	0.0084951	0.0096151	0.544491	365	1	-1.0928	0.81376	0.81041	1.0	17196	0	0
hsa-mir-3180-4	4	0.0084999	0.0090552	0.544491	366	1	-0.70802	0.24759	0.2663	0.894252	5587	1	0.33329
B3GALNT1	3	0.008542	0.0096151	0.544491	367	1	-0.80211	0.46077	0.41723	0.932481	9719	0	0
HOXC8	3	0.0085596	0.0096151	0.544491	368	2	-0.80752	0.99037	0.99165	1.0	21064	0	0
KATNB1	3	0.0085839	0.0096151	0.544491	369	2	-0.41734	0.90289	0.90448	1.0	19154	0	0
HLA-DMB	3	0.0085889	0.0096151	0.544491	370	1	-0.7388	0.85459	0.8529	1.0	18092	0	0
TRAF2	3	0.0086034	0.0096151	0.544491	371	2	-1.204	0.98292	0.98382	1.0	20906	0	0
USP7	3	0.0086229	0.0096151	0.544491	372	2	-0.83157	0.6821	0.64178	0.965284	14437	0	0
HOOK2	3	0.0086359	0.0096151	0.544491	373	1	-0.54043	0.3315	0.29622	0.894252	7114	1	0.45936
SH3BP4	3	0.0086828	0.0096156	0.544491	374	1	-0.7145	0.60341	0.56465	0.952723	12748	0	0
FBF1	3	0.0087297	0.0096156	0.544491	375	1	-0.63886	0.1313	0.15754	0.894252	3622	1	0.67929
SPACA3	3	0.0087697	0.0096156	0.544491	376	2	-0.69841	0.26745	0.25122	0.894252	5940	1	0.30868
SAMD14	3	0.0088435	0.0096156	0.544491	377	2	-0.60315	0.94693	0.95033	1.0	20122	0	0
TRIM74	3	0.0088705	0.0098523	0.544491	378	1	-1.3032	0.80429	0.80048	1.0	16983	0	0
GANAB	3	0.0089174	0.0098523	0.544491	379	1	-1.6347	0.85806	0.85616	1.0	18172	0	0
SYNPO2L	2	0.0089319	0.014396	0.63905	380	1	-1.0587	0.20413	0.18302	0.894252	4840	1	0.27188
ARHGAP23	3	0.0089643	0.0098523	0.544491	381	1	-1.13	0.1754	0.19375	0.894252	4333	1	0.52046
LIN28B	3	0.0089971	0.0098523	0.544491	382	2	-0.39979	0.30005	0.27701	0.894252	6550	1	0.6018
GPR135	3	0.0090112	0.0098528	0.544491	383	1	-0.93577	0.36013	0.31966	0.901558	7644	1	0.20551
MYBL1	3	0.009032	0.0098528	0.544491	384	2	-1.0422	0.99185	0.99276	1.0	21104	0	0
MTSS1L	3	0.0090719	0.0098528	0.544491	385	2	-0.66162	0.7637	0.74647	1.0	16131	0	0
POLL	3	0.0090769	0.0098528	0.544491	386	2	-0.37504	0.73039	0.71406	0.999836	15423	0	0
C1orf105	3	0.0091119	0.0098528	0.544491	387	2	-0.41578	0.97445	0.97661	1.0	20703	0	0
C8orf82	3	0.009152	0.0098528	0.544491	388	1	-0.77359	0.80683	0.80048	1.0	17052	0	0
UBE2O	3	0.009162	0.0101	0.556761	389	2	-0.37976	0.68001	0.63876	0.965028	14393	0	0
TNPO3	3	0.0092458	0.01034	0.564219	390	1	-2.4776	0.40831	0.37286	0.924439	8606	1	0.30028
GTF2E1	3	0.0092927	0.01034	0.564219	391	1	-0.79324	0.10671	0.13819	0.894252	3218	1	0.37307
MAK	3	0.0093232	0.01034	0.564219	392	2	-0.57523	0.99769	0.99791	1.0	21261	0	0
MAFG	3	0.0093283	0.01034	0.564219	393	2	-0.50454	0.922	0.92627	1.0	19573	0	0
hsa-mir-298	4	0.0093692	0.012929	0.599692	394	2	-0.65539	0.59576	0.55167	0.952723	12575	0	0
FAM222A	3	0.0093865	0.010609	0.564685	395	1	-1.1563	0.83808	0.83744	1.0	17730	0	0
CENPW	3	0.0093993	0.010609	0.564685	396	2	-0.9068	0.5603	0.52397	0.945641	11838	0	0
ING1	3	0.0094298	0.010609	0.564685	397	2	-0.732	0.52705	0.48672	0.945641	11132	0	0
TNIK	3	0.0094334	0.010609	0.564685	398	1	-0.94647	0.63921	0.59306	0.953645	13542	0	0
RBM25	3	0.0094803	0.010609	0.564685	399	1	-0.89283	0.99053	0.99189	1.0	21070	0	0
CA1	3	0.0095165	0.010609	0.564685	400	2	-1.0223	0.92065	0.92523	1.0	19543	0	0
TMEM200B	3	0.0095272	0.010609	0.564685	401	1	-1.019	0.94517	0.94909	1.0	20068	0	0
NonTargetingControlGuideForHuman_0249	1	0.0095419	0.00494	0.402349	402	1	-1.1427	0.99046	0.99506	1.0	21068	0	0
ANKS3	3	0.0095625	0.010609	0.564685	403	2	-1.1386	0.50886	0.47519	0.945641	10732	0	0
NonTargetingControlGuideForHuman_0578	1	0.0095733	0.00494	0.402349	404	1	-0.65181	0.99043	0.99506	1.0	21066	0	0
HRCT1	3	0.0095741	0.010609	0.564685	405	1	-0.8338	0.45127	0.40672	0.924439	9525	0	0
KRT19	3	0.0095933	0.010609	0.564685	406	2	-0.99784	0.89519	0.89882	1.0	18991	0	0
ZFAND5	3	0.009621	0.01086	0.565367	407	1	-0.62093	0.60376	0.56465	0.952723	12759	0	0
ZDHHC7	3	0.0096601	0.010861	0.565367	408	2	-0.58469	0.76408	0.74879	1.0	16140	0	0
GPR61	3	0.0096858	0.010861	0.565367	409	2	-0.66098	0.50444	0.46157	0.943855	10633	0	0
BNIP1	3	0.009691	0.010861	0.565367	410	2	-0.36676	0.85701	0.85537	1.0	18144	0	0
PTPRF	3	0.0097148	0.011117	0.565367	411	2	-0.88762	0.83055	0.83206	1.0	17563	0	0
FAM26E	3	0.0097168	0.011117	0.565367	412	2	-0.56756	0.90818	0.9087	1.0	19256	0	0
PITPNC1	3	0.0097322	0.011117	0.565367	413	2	-0.44813	0.87048	0.87031	1.0	18454	0	0
XRN1	3	0.0097426	0.011117	0.565367	414	2	-0.71223	0.13641	0.16391	0.894252	3701	1	0.52073
TMEM57	3	0.0097529	0.011117	0.565367	415	2	-0.67895	0.69826	0.6637	0.975162	14784	0	0
PSMB2	3	0.0097617	0.011117	0.565367	416	1	-1.1488	0.87002	0.87031	1.0	18442	0	0
CMKLR1	3	0.0098085	0.011118	0.565367	417	1	-0.66124	0.36258	0.32178	0.901558	7688	1	0.33029
TRAF6	3	0.0098554	0.011118	0.565367	418	2	-0.82591	0.55049	0.51302	0.945641	11635	0	0
U2SURP	3	0.0098618	0.011118	0.565367	419	2	-1.1418	0.71742	0.69965	0.998736	15166	0	0
SLC9A3R2	3	0.0099492	0.01139	0.576513	420	2	-0.74673	0.98808	0.98951	1.0	21015	0	0
GAB4	3	0.0099556	0.01139	0.576513	421	2	-0.52922	0.99434	0.99482	1.0	21165	0	0
TRAPPC4	2	0.0099884	0.014945	0.655359	422	2	-1.2698	0.99001	0.99047	1.0	21057	0	0
PHAX	2	0.010028	0.014945	0.655359	423	1	-2.7802	0.3538	0.32351	0.901558	7531	0	0
CXCL6	3	0.010081	0.011658	0.582207	424	2	-0.99103	0.19536	0.20231	0.894252	4680	1	0.33918
CNGB1	3	0.010134	0.011658	0.582207	425	2	-1.15	0.57485	0.53306	0.945641	12134	0	0
TFPI	3	0.010171	0.011659	0.582207	426	2	-0.59996	0.8274	0.82756	1.0	17489	0	0
THBS2	3	0.010184	0.011659	0.582207	427	1	-0.69471	0.88045	0.88347	1.0	18670	0	0
LBX1	3	0.01023	0.011909	0.582207	428	1	-0.88043	0.50035	0.45166	0.932547	10553	0	0
SRPR	3	0.010277	0.011909	0.582207	429	1	-0.78021	0.39423	0.35146	0.91074	8303	1	0.40851
hsa-mir-8063	4	0.010312	0.013481	0.600915	430	1	-1.2837	0.055657	0.078886	0.836991	2056	2	0.74661
POLR3A	3	0.010324	0.011909	0.582207	431	1	-1.9398	0.91052	0.91116	1.0	19313	0	0
hsa-mir-4306	4	0.010345	0.013481	0.600915	432	2	-0.61678	0.10627	0.14827	0.894252	3212	1	0.61765
PTPN9	3	0.010356	0.011909	0.582207	433	2	-0.60968	0.94211	0.94537	1.0	19997	0	0
RFPL4A	3	0.010371	0.011909	0.582207	434	1	-0.94464	0.62098	0.58647	0.952723	13127	0	0
YPEL2	3	0.010418	0.011909	0.582207	435	1	-0.87268	0.95067	0.95392	1.0	20196	0	0
hsa-mir-3151	3	0.010465	0.012201	0.582207	436	2	-0.74114	0.9975	0.99765	1.0	21256	0	0
hsa-mir-6503	4	0.010499	0.013481	0.600915	437	2	-0.97487	0.3609	0.34336	0.909982	7663	1	0.29076
UBQLNL	3	0.010512	0.012201	0.582207	438	2	-0.6899	0.97494	0.97661	1.0	20713	0	0
DARS2	3	0.010575	0.012201	0.582207	439	2	-1.1523	0.98964	0.99115	1.0	21046	0	0
ZMAT3	3	0.010597	0.012201	0.582207	440	2	-1.2409	0.43	0.39411	0.924439	9073	0	0
TMEM217	3	0.010605	0.012201	0.582207	441	1	-0.64186	0.93532	0.93683	1.0	19862	0	0
SRPK2	3	0.010652	0.012202	0.582207	442	1	-1.6506	0.23776	0.2299	0.894252	5411	1	0.41956
RDH10	3	0.010656	0.012202	0.582207	443	2	-0.65744	0.13692	0.16391	0.894252	3709	1	0.3825
TMBIM6	3	0.010672	0.012202	0.582207	444	2	-0.58126	0.99767	0.99791	1.0	21259	0	0
G6PC2	3	0.010683	0.012202	0.582207	445	2	-0.54019	0.9659	0.9689	1.0	20535	0	0
DNAJB1	3	0.010746	0.012202	0.582207	446	1	-0.67437	0.96053	0.96489	1.0	20417	0	0
NDP	3	0.010759	0.012202	0.582207	447	2	-0.46816	0.9966	0.99631	1.0	21236	0	0
GRAP2	3	0.010791	0.012202	0.582207	448	2	-0.43039	0.99058	0.99189	1.0	21073	0	0
MNDA	3	0.010793	0.012202	0.582207	449	1	-0.73017	0.31549	0.28552	0.894252	6829	1	0.32584
EYA1	3	0.010808	0.012477	0.588872	450	2	-0.54903	0.38701	0.33877	0.901558	8174	1	0.32003
NonTargetingControlGuideForHuman_0669	1	0.010816	0.0049404	0.402349	451	1	-0.68894	0.98918	0.99506	1.0	21035	0	0
ZNF14	3	0.010829	0.012477	0.588872	452	2	-0.74668	0.99179	0.99276	1.0	21102	0	0
C1orf174	3	0.01084	0.012477	0.588872	453	1	-1.6448	0.58341	0.53487	0.945641	12320	0	0
ZNF585B	3	0.010933	0.013066	0.599692	454	1	-0.90344	0.50165	0.45761	0.941426	10581	0	0
SLA	3	0.01098	0.013066	0.599692	455	1	-0.77613	0.92399	0.9268	1.0	19615	0	0
PRPF3	3	0.011027	0.013066	0.599692	456	1	-1.0518	0.85813	0.85616	1.0	18173	0	0
POLR2A	3	0.011048	0.013066	0.599692	457	2	-0.33547	0.62737	0.58978	0.952723	13276	0	0
SNX15	3	0.01107	0.013066	0.599692	458	2	-0.53337	0.8047	0.80048	1.0	16993	0	0
SMIM12	3	0.011074	0.013066	0.599692	459	1	-0.57189	0.09687	0.12745	0.885234	3055	1	0.32714
BIK	3	0.011147	0.013066	0.599692	460	2	-1.4017	0.58394	0.53487	0.945641	12332	0	0
DTX1	3	0.011152	0.013066	0.599692	461	2	-0.40927	0.54593	0.50749	0.945641	11526	0	0
ZNF800	3	0.011168	0.013066	0.599692	462	1	-0.78508	0.9682	0.97034	1.0	20578	0	0
hsa-mir-1914	4	0.011186	0.01406	0.625419	463	1	-2.1086	0.99091	0.99163	1.0	21084	0	0
ANTXR1	3	0.011215	0.013066	0.599692	464	1	-1.5716	0.29506	0.2749	0.894252	6458	1	0.53124
hsa-mir-212	3	0.011252	0.013375	0.599891	465	2	-0.38177	0.96161	0.96555	1.0	20443	0	0
ADIG	3	0.011261	0.013375	0.599891	466	1	-0.70125	0.77641	0.7626	1.0	16404	0	0
OR14C36	3	0.011308	0.013375	0.599891	467	1	-0.76119	0.40344	0.36225	0.924439	8506	1	0.21749
CD7	3	0.011318	0.013375	0.599891	468	2	-0.55169	0.38202	0.33877	0.901558	8076	1	0.2903
PIGS	3	0.011355	0.013375	0.599891	469	1	-1.5787	0.42083	0.38778	0.924439	8853	1	0.3293
IL5	3	0.011402	0.013375	0.599891	470	1	-0.72025	0.60977	0.57488	0.952723	12880	0	0
RNF215	3	0.011413	0.013375	0.599891	471	2	-0.41435	0.9964	0.99604	1.0	21230	0	0
hsa-mir-3118-5	1	0.011414	0.0069085	0.49559	472	1	-1.0616	0.98859	0.99309	1.0	21023	0	0
CTDP1	3	0.011449	0.013375	0.599891	473	1	-2.572	0.60369	0.56465	0.952723	12757	0	0
PSMD6	3	0.011452	0.013375	0.599891	474	2	-1.5708	0.99558	0.99541	1.0	21206	0	0
PSMB7	3	0.011463	0.013375	0.599891	475	2	-0.76789	0.81881	0.8153	1.0	17298	0	0
PSKH1	3	0.011496	0.013375	0.599891	476	1	-0.50936	0.76353	0.74647	1.0	16127	0	0
DMD	3	0.011547	0.015981	0.672563	477	2	-0.73227	0.68936	0.6492	0.966502	14582	0	0
EDA	3	0.011558	0.015982	0.672563	478	2	-0.37474	0.99337	0.99403	1.0	21144	0	0
RBM8A	3	0.011581	0.016295	0.672563	479	2	-0.77694	0.9953	0.99533	1.0	21193	0	0
TARS2	3	0.011589	0.016295	0.672563	480	1	-0.52749	0.59398	0.55431	0.952723	12536	0	0
HNRNPM	3	0.011614	0.016295	0.672563	481	2	-0.49857	0.62379	0.58647	0.952723	13181	0	0
C22orf31	3	0.011636	0.016295	0.672563	482	1	-1.1676	0.7512	0.73678	1.0	15857	0	0
NonTargetingControlGuideForHuman_0012	1	0.011682	0.0069089	0.49559	483	1	-0.45939	0.98832	0.99309	1.0	21021	0	0
RPA4	3	0.01173	0.016295	0.672563	484	1	-0.71818	0.72371	0.70757	0.998736	15294	0	0
